,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
41152,PHO,41,2018-01-05,Away,SAS,L,89,103,35,83,0.422,7,30,0.233,12,18,0.667,9,46,22,11,2,23,23,41,87,0.471,11,30,0.367,10,18,0.556,7,44,21,15,6,15,16
42129,PHO,42,2018-01-07,Home,OKC,W,114,100,39,88,0.443,17,39,0.436,19,23,0.826,12,43,24,6,6,7,19,40,86,0.465,8,27,0.296,12,21,0.571,8,42,23,7,7,11,17
43116,PHO,43,2018-01-12,Home,HOU,L,95,112,37,80,0.463,14,33,0.424,7,9,0.778,4,38,27,5,3,19,19,39,94,0.415,15,47,0.319,19,22,0.864,14,53,18,11,4,11,14
44113,PHO,44,2018-01-14,Home,IND,L,97,120,35,85,0.412,9,37,0.243,18,24,0.75,14,45,20,2,1,12,16,48,88,0.545,11,23,0.478,13,14,0.929,8,42,20,9,1,6,22
45113,PHO,45,2018-01-16,Away,POR,L,111,118,37,89,0.416,16,41,0.39,21,22,0.955,12,43,21,6,3,13,15,46,91,0.505,17,35,0.486,9,10,0.9,9,43,21,7,6,9,16
46113,PHO,46,2018-01-19,Away,DEN,W,108,100,40,81,0.494,14,33,0.424,14,20,0.7,4,37,28,9,6,11,21,35,78,0.449,14,36,0.389,16,21,0.762,7,42,23,7,5,16,20
47113,PHO,47,2018-01-22,Away,MIL,L,105,109,39,79,0.494,9,26,0.346,18,20,0.9,9,34,31,12,2,21,26,38,71,0.535,5,17,0.294,28,37,0.757,8,32,20,14,5,17,22
48113,PHO,48,2018-01-24,Away,IND,L,101,116,35,84,0.417,9,35,0.257,22,29,0.759,10,42,22,3,2,16,26,45,80,0.563,9,24,0.375,17,25,0.68,3,39,32,11,3,12,24
49113,PHO,49,2018-01-26,Home,NYK,L,85,107,33,94,0.351,11,33,0.333,8,13,0.615,12,42,15,6,3,14,24,41,85,0.482,9,25,0.36,16,22,0.727,10,49,25,7,10,16,20
50113,PHO,50,2018-01-28,Away,HOU,L,102,113,36,85,0.424,8,33,0.242,22,26,0.846,7,43,17,7,2,12,29,32,72,0.444,11,37,0.297,38,49,0.776,5,43,17,8,2,12,21
51152,PHO,51,2018-01-29,Away,MEM,L,109,120,38,82,0.463,7,23,0.304,26,36,0.722,15,37,20,11,2,19,20,47,83,0.566,11,22,0.5,15,18,0.833,12,38,29,7,9,20,27
52129,PHO,52,2018-01-31,Home,DAL,W,102,88,40,83,0.482,11,30,0.367,11,15,0.733,8,47,23,9,3,17,29,32,88,0.364,10,36,0.278,14,26,0.538,15,49,18,11,4,12,18
53116,PHO,53,2018-02-02,Home,UTA,L,97,129,36,87,0.414,9,33,0.273,16,19,0.842,6,32,19,7,5,12,25,51,90,0.567,15,29,0.517,12,17,0.706,9,51,30,7,6,11,21
54113,PHO,54,2018-02-04,Home,CHO,L,110,115,41,77,0.532,15,29,0.517,13,13,1,2,39,24,4,4,19,25,40,96,0.417,10,38,0.263,25,29,0.862,13,43,24,12,6,8,17
55113,PHO,55,2018-02-06,Away,LAL,L,93,112,36,94,0.383,8,29,0.276,13,23,0.565,16,48,24,4,4,11,18,39,83,0.47,11,26,0.423,23,26,0.885,12,56,19,7,7,14,21
56113,PHO,56,2018-02-07,Home,SAS,L,81,129,33,97,0.34,3,32,0.094,12,18,0.667,11,44,15,8,4,11,23,46,93,0.495,16,32,0.5,21,27,0.778,14,62,26,6,6,12,17
57113,PHO,57,2018-02-10,Home,DEN,L,113,123,46,84,0.548,7,19,0.368,14,25,0.56,8,36,24,7,9,15,24,45,88,0.511,13,29,0.448,20,22,0.909,6,37,20,10,5,13,23
58113,PHO,58,2018-02-12,Away,GSW,L,83,129,33,95,0.347,3,23,0.13,14,22,0.636,15,47,13,2,3,15,17,52,89,0.584,11,26,0.423,14,21,0.667,7,49,36,8,16,11,18
59113,PHO,59,2018-02-14,Away,UTA,L,97,107,34,79,0.43,12,29,0.414,17,24,0.708,5,41,19,5,6,12,25,39,92,0.424,10,34,0.294,19,22,0.864,14,54,22,6,3,8,17
60113,PHO,60,2018-02-23,Home,LAC,L,117,128,45,103,0.437,9,31,0.29,18,31,0.581,16,48,22,12,5,10,25,45,87,0.517,14,32,0.438,24,32,0.75,8,51,23,5,8,16,26
61152,PHO,61,2018-02-24,Home,POR,L,104,106,39,87,0.448,11,26,0.423,15,21,0.714,6,51,23,5,10,13,24,39,99,0.394,6,30,0.2,22,30,0.733,12,48,15,6,7,6,19
62129,PHO,62,2018-02-26,Away,NOP,L,116,125,42,97,0.433,7,24,0.292,25,32,0.781,14,51,23,9,5,14,33,43,91,0.473,8,28,0.286,31,40,0.775,9,46,30,7,8,14,22
63116,PHO,63,2018-02-28,Away,MEM,W,110,102,38,83,0.458,6,21,0.286,28,38,0.737,8,47,19,12,6,16,28,33,87,0.379,13,31,0.419,23,28,0.821,11,48,23,8,8,20,29
64113,PHO,64,2018-03-02,Home,OKC,L,116,124,46,96,0.479,11,25,0.44,13,18,0.722,13,44,26,5,12,13,25,46,96,0.479,11,34,0.324,21,29,0.724,16,48,22,5,11,11,20
65113,PHO,65,2018-03-04,Away,ATL,L,112,113,46,92,0.5,11,26,0.423,9,15,0.6,5,41,33,6,6,14,19,43,94,0.457,17,33,0.515,10,12,0.833,9,49,23,7,5,16,18
66113,PHO,66,2018-03-05,Away,MIA,L,103,125,42,87,0.483,10,24,0.417,9,18,0.5,12,40,21,3,2,17,20,47,92,0.511,12,36,0.333,19,23,0.826,16,51,33,12,6,10,14
67113,PHO,67,2018-03-08,Away,OKC,L,87,115,31,92,0.337,9,37,0.243,16,18,0.889,7,43,15,9,4,13,25,42,80,0.525,13,33,0.394,18,27,0.667,6,49,21,6,11,18,20
68113,PHO,68,2018-03-10,Away,CHO,L,115,122,42,83,0.506,18,32,0.563,13,19,0.684,5,35,27,9,3,14,25,44,87,0.506,13,32,0.406,21,27,0.778,7,41,24,11,5,12,18
69113,PHO,69,2018-03-13,Home,CLE,L,107,129,38,98,0.388,6,32,0.188,25,30,0.833,11,47,17,10,2,18,21,43,87,0.494,17,35,0.486,26,30,0.867,5,44,25,12,9,19,25
70113,PHO,70,2018-03-15,Away,UTA,L,88,116,32,83,0.386,7,16,0.438,17,24,0.708,9,51,14,4,4,22,25,42,97,0.433,12,36,0.333,20,32,0.625,14,53,29,12,8,7,20
71152,PHO,71,2018-03-17,Home,GSW,L,109,124,39,82,0.476,11,24,0.458,20,29,0.69,9,42,22,8,5,19,19,50,95,0.526,13,31,0.419,11,14,0.786,9,43,29,8,9,13,21
72129,PHO,72,2018-03-20,Home,DET,L,88,115,34,90,0.378,7,34,0.206,13,20,0.65,12,49,22,1,8,19,16,43,97,0.443,15,36,0.417,14,16,0.875,12,50,22,12,14,8,16
73116,PHO,73,2018-03-23,Away,CLE,L,95,120,38,87,0.437,7,28,0.25,12,20,0.6,7,36,24,9,4,17,23,47,95,0.495,8,29,0.276,18,24,0.75,15,54,23,9,4,14,14
74113,PHO,74,2018-03-24,Away,ORL,L,99,105,36,89,0.404,7,29,0.241,20,26,0.769,10,41,21,14,2,14,22,37,84,0.44,11,30,0.367,20,27,0.741,14,54,29,9,8,19,18
75113,PHO,75,2018-03-26,Home,BOS,L,94,102,36,81,0.444,12,35,0.343,10,19,0.526,11,47,18,8,5,15,18,37,87,0.425,14,29,0.483,14,14,1,10,44,24,10,3,12,19
76113,PHO,76,2018-03-28,Home,LAC,L,99,111,38,88,0.432,10,34,0.294,13,18,0.722,9,39,17,13,4,14,20,43,80,0.538,8,17,0.471,17,25,0.68,11,51,26,7,4,21,17
77113,PHO,77,2018-03-30,Away,HOU,L,103,104,41,84,0.488,12,32,0.375,9,13,0.692,8,46,23,8,5,17,21,35,81,0.432,14,38,0.368,20,29,0.69,8,39,22,9,7,10,12
78113,PHO,78,2018-04-01,Away,GSW,L,107,117,41,90,0.456,11,31,0.355,14,16,0.875,9,42,26,8,4,15,12,48,89,0.539,13,28,0.464,8,9,0.889,7,45,31,10,7,14,14
79113,PHO,79,2018-04-03,Home,SAC,W,97,94,35,77,0.455,6,17,0.353,21,33,0.636,6,52,18,6,5,14,22,33,89,0.371,11,27,0.407,17,23,0.739,10,40,20,5,5,10,24
80113,PHO,80,2018-04-06,Home,NOP,L,103,122,37,94,0.394,9,33,0.273,20,26,0.769,12,48,20,8,4,14,18,45,99,0.455,16,38,0.421,16,20,0.8,13,55,29,9,7,15,22
81118,PHO,81,2018-04-08,Home,GSW,L,100,117,39,92,0.424,10,35,0.286,12,16,0.75,8,44,24,4,0,13,16,47,90,0.522,13,32,0.406,10,15,0.667,5,41,27,9,7,11,15
82113,PHO,82,2018-04-10,Away,DAL,W,124,97,48,76,0.632,13,26,0.5,15,21,0.714,5,45,35,6,5,14,16,37,96,0.385,8,33,0.242,15,22,0.682,18,40,20,8,1,9,19
1506,POR,1,2017-10-18,Away,PHO,W,124,76,44,90,0.489,14,24,0.583,22,28,0.786,15,57,22,8,7,16,20,28,89,0.315,7,27,0.259,13,18,0.722,10,33,10,9,8,16,22
2506,POR,2,2017-10-20,Away,IND,W,114,96,46,95,0.484,9,19,0.474,13,17,0.765,11,51,19,5,6,9,26,35,78,0.449,4,18,0.222,22,33,0.667,6,39,15,1,4,12,17
3506,POR,3,2017-10-21,Away,MIL,L,110,113,34,81,0.42,11,28,0.393,31,35,0.886,13,42,18,10,6,16,22,42,80,0.525,7,18,0.389,22,30,0.733,7,35,22,9,8,14,23
4506,POR,4,2017-10-24,Home,NOP,W,103,93,33,88,0.375,10,29,0.345,27,33,0.818,18,63,17,7,7,18,22,30,76,0.395,9,30,0.3,24,32,0.75,4,42,17,5,7,17,26
5506,POR,5,2017-10-26,Home,LAC,L,103,104,35,89,0.393,14,31,0.452,19,22,0.864,16,44,19,5,4,9,26,36,77,0.468,9,28,0.321,23,36,0.639,14,46,11,4,5,11,19
6506,POR,6,2017-10-28,Home,PHO,W,114,107,40,91,0.44,11,26,0.423,23,28,0.821,12,53,27,8,7,14,26,37,87,0.425,9,26,0.346,24,30,0.8,12,46,21,12,7,17,23
7506,POR,7,2017-10-30,Home,TOR,L,85,99,31,80,0.388,8,26,0.308,15,19,0.789,6,38,13,5,7,13,15,39,87,0.448,8,24,0.333,13,17,0.765,8,47,17,10,9,9,14
8309,POR,8,2017-11-01,Away,UTA,L,103,112,37,93,0.398,9,34,0.265,20,27,0.741,11,53,17,8,8,17,25,34,90,0.378,13,29,0.448,31,36,0.861,10,55,16,9,8,14,21
9114,POR,9,2017-11-02,Home,LAL,W,113,110,40,86,0.465,9,22,0.409,24,27,0.889,10,41,22,7,4,12,21,43,79,0.544,4,18,0.222,20,27,0.741,2,32,16,8,8,11,20
10114,POR,10,2017-11-05,Home,OKC,W,103,99,37,74,0.5,7,20,0.35,22,28,0.786,7,44,20,6,7,21,20,40,89,0.449,11,33,0.333,8,15,0.533,6,32,17,11,2,11,27
11153,POR,11,2017-11-07,Home,MEM,L,97,98,36,81,0.444,6,19,0.316,19,20,0.95,10,42,11,9,1,16,18,35,73,0.479,7,19,0.368,21,25,0.84,5,34,18,8,10,14,21
12130,POR,12,2017-11-10,Home,BRK,L,97,101,40,95,0.421,8,23,0.348,9,11,0.818,12,51,17,4,4,10,17,39,91,0.429,12,38,0.316,11,19,0.579,11,49,25,7,4,10,13
13117,POR,13,2017-11-13,Home,DEN,W,99,82,38,73,0.521,7,21,0.333,16,18,0.889,8,43,22,12,5,21,18,30,84,0.357,9,32,0.281,13,15,0.867,12,35,13,9,2,20,16
14114,POR,14,2017-11-15,Home,ORL,W,99,94,38,87,0.437,14,27,0.519,9,13,0.692,10,41,21,7,2,12,10,37,79,0.468,11,29,0.379,9,9,1,7,41,19,6,4,15,16
15114,POR,15,2017-11-17,Away,SAC,L,82,86,30,81,0.37,7,25,0.28,15,16,0.938,11,44,13,8,1,17,20,36,85,0.424,4,14,0.286,10,15,0.667,12,43,20,11,5,13,22
16114,POR,16,2017-11-18,Home,SAC,W,102,90,38,70,0.543,10,21,0.476,16,21,0.762,5,44,19,6,8,17,22,34,89,0.382,8,17,0.471,14,18,0.778,9,36,14,9,4,11,24
17114,POR,17,2017-11-20,Away,MEM,W,100,92,33,83,0.398,6,15,0.4,28,32,0.875,15,60,11,1,9,15,23,33,86,0.384,8,30,0.267,18,23,0.783,5,35,23,6,9,8,26
18114,POR,18,2017-11-22,Away,PHI,L,81,101,30,89,0.337,7,26,0.269,14,24,0.583,11,48,14,8,6,17,17,39,90,0.433,11,32,0.344,12,17,0.706,11,57,23,12,8,18,21
19114,POR,19,2017-11-24,Away,BRK,W,127,125,48,96,0.5,6,15,0.4,25,35,0.714,12,45,24,5,13,7,16,50,100,0.5,10,25,0.4,15,21,0.714,13,47,25,4,6,9,22
20114,POR,20,2017-11-25,Away,WAS,W,108,105,41,80,0.513,9,24,0.375,17,22,0.773,6,41,18,3,6,16,16,41,89,0.461,8,23,0.348,15,16,0.938,7,37,20,9,4,11,17
21153,POR,21,2017-11-27,Away,NYK,W,103,91,37,83,0.446,7,21,0.333,22,26,0.846,5,45,18,10,3,9,22,35,88,0.398,5,15,0.333,16,22,0.727,14,51,13,3,3,13,20
22130,POR,22,2017-11-30,Home,MIL,L,91,103,35,83,0.422,6,23,0.261,15,17,0.882,10,50,17,5,3,19,14,42,87,0.483,6,20,0.3,13,15,0.867,5,35,19,11,5,9,20
23117,POR,23,2017-12-02,Home,NOP,L,116,123,47,105,0.448,11,35,0.314,11,11,1,9,44,20,6,3,4,17,45,86,0.523,15,31,0.484,18,25,0.72,4,48,22,2,3,10,16
24114,POR,24,2017-12-05,Home,WAS,L,92,106,32,78,0.41,12,27,0.444,16,21,0.762,7,41,18,2,5,18,20,42,89,0.472,11,25,0.44,11,14,0.786,11,44,20,16,6,9,22
25114,POR,25,2017-12-09,Home,HOU,L,117,124,45,88,0.511,18,41,0.439,9,12,0.75,7,33,19,4,5,15,28,40,75,0.533,10,25,0.4,34,42,0.81,7,35,14,13,2,12,17
26114,POR,26,2017-12-11,Away,GSW,L,104,111,37,88,0.42,7,28,0.25,23,25,0.92,12,39,14,11,2,9,18,44,80,0.55,10,20,0.5,13,17,0.765,6,42,26,5,9,14,16
27114,POR,27,2017-12-13,Away,MIA,W,102,95,36,72,0.5,10,28,0.357,20,23,0.87,5,33,14,7,2,11,21,34,72,0.472,13,30,0.433,14,23,0.609,10,36,19,6,1,15,21
28114,POR,28,2017-12-15,Away,ORL,W,95,88,37,86,0.43,8,18,0.444,13,15,0.867,6,45,18,7,9,14,20,32,84,0.381,10,29,0.345,14,19,0.737,8,45,15,7,3,15,18
29114,POR,29,2017-12-16,Away,CHO,W,93,91,37,79,0.468,10,24,0.417,9,18,0.5,5,47,19,2,3,20,21,33,96,0.344,7,31,0.226,18,28,0.643,13,51,18,9,3,6,21
30114,POR,30,2017-12-18,Away,MIN,L,107,108,46,84,0.548,10,24,0.417,5,5,1,7,40,26,6,8,17,19,42,91,0.462,7,19,0.368,17,21,0.81,11,32,19,6,2,10,14
31153,POR,31,2017-12-20,Home,SAS,L,91,93,38,96,0.396,6,25,0.24,9,14,0.643,12,37,18,13,2,8,14,41,79,0.519,6,17,0.353,5,6,0.833,9,53,17,7,9,23,16
32130,POR,32,2017-12-22,Home,DEN,L,85,102,35,83,0.422,6,22,0.273,9,16,0.563,10,34,15,6,4,9,19,42,85,0.494,7,25,0.28,11,16,0.688,16,49,19,4,10,14,13
33117,POR,33,2017-12-23,Away,LAL,W,95,92,39,95,0.411,10,25,0.4,7,14,0.5,9,47,19,7,8,11,15,36,85,0.424,8,25,0.32,12,20,0.6,11,55,23,8,3,17,22
34114,POR,34,2017-12-28,Home,PHI,W,114,110,35,75,0.467,8,24,0.333,36,47,0.766,8,47,15,7,3,15,18,42,87,0.483,16,32,0.5,10,14,0.714,5,37,28,8,2,13,26
35114,POR,35,2017-12-30,Away,ATL,L,89,104,36,85,0.424,7,25,0.28,10,13,0.769,15,46,19,9,8,20,18,40,89,0.449,14,30,0.467,10,15,0.667,13,45,29,12,3,13,16
36114,POR,36,2018-01-01,Away,CHI,W,124,120,47,108,0.435,14,33,0.424,16,18,0.889,12,50,25,7,5,8,16,45,104,0.433,11,27,0.407,19,23,0.826,15,58,28,5,7,12,21
37114,POR,37,2018-01-02,Away,CLE,L,110,127,42,90,0.467,13,32,0.406,13,19,0.684,13,43,25,5,5,15,29,43,83,0.518,13,32,0.406,28,37,0.757,8,40,28,11,4,10,17
38114,POR,38,2018-01-05,Home,ATL,W,110,89,43,80,0.538,13,30,0.433,11,14,0.786,6,44,30,11,5,15,20,30,83,0.361,8,26,0.308,21,25,0.84,11,39,14,7,5,16,16
39114,POR,39,2018-01-07,Home,SAS,W,111,110,48,92,0.522,8,23,0.348,7,10,0.7,9,38,19,7,5,9,24,40,81,0.494,11,23,0.478,19,26,0.731,10,42,26,4,5,14,16
40114,POR,40,2018-01-09,Away,OKC,W,117,106,43,81,0.531,10,23,0.435,21,26,0.808,8,42,19,10,2,15,20,37,84,0.44,13,31,0.419,19,26,0.731,11,38,20,6,4,14,17
41153,POR,41,2018-01-10,Away,HOU,L,112,121,40,83,0.482,9,26,0.346,23,32,0.719,6,40,21,5,6,12,26,45,100,0.45,12,38,0.316,19,25,0.76,17,49,25,7,5,13,30
42130,POR,42,2018-01-12,Away,NOP,L,113,119,45,101,0.446,12,42,0.286,11,14,0.786,14,39,24,13,6,11,22,45,82,0.549,7,19,0.368,22,23,0.957,9,43,26,7,6,18,16
43117,POR,43,2018-01-14,Away,MIN,L,103,120,39,79,0.494,11,25,0.44,14,17,0.824,8,38,19,6,3,17,27,43,80,0.538,7,19,0.368,27,33,0.818,7,38,21,12,3,11,17
44114,POR,44,2018-01-16,Home,PHO,W,118,111,46,91,0.505,17,35,0.486,9,10,0.9,9,43,21,7,6,9,16,37,89,0.416,16,41,0.39,21,22,0.955,12,43,21,6,3,13,15
45114,POR,45,2018-01-18,Home,IND,W,100,86,37,94,0.394,10,32,0.313,16,16,1,14,57,17,6,7,11,11,36,91,0.396,7,26,0.269,7,13,0.538,10,46,17,4,4,8,16
46114,POR,46,2018-01-20,Home,DAL,W,117,108,45,86,0.523,18,36,0.5,9,10,0.9,9,40,19,3,3,14,23,38,83,0.458,10,25,0.4,22,28,0.786,11,37,19,9,5,9,21
47114,POR,47,2018-01-22,Away,DEN,L,101,104,36,85,0.424,8,25,0.32,21,26,0.808,11,44,19,11,6,11,22,34,83,0.41,10,30,0.333,26,33,0.788,14,49,23,7,8,15,20
48114,POR,48,2018-01-24,Home,MIN,W,123,114,45,82,0.549,17,31,0.548,16,21,0.762,6,37,24,4,1,10,16,45,84,0.536,6,16,0.375,18,22,0.818,5,33,20,7,2,6,14
49114,POR,49,2018-01-26,Away,DAL,W,107,93,39,79,0.494,10,30,0.333,19,23,0.826,10,54,20,4,6,14,17,35,89,0.393,10,30,0.333,13,17,0.765,8,37,17,9,3,5,19
50114,POR,50,2018-01-30,Away,LAC,W,104,96,36,98,0.367,13,30,0.433,19,22,0.864,18,59,21,12,6,12,21,35,85,0.412,6,22,0.273,20,26,0.769,9,50,22,5,7,13,17
51153,POR,51,2018-01-31,Home,CHI,W,124,108,46,82,0.561,15,32,0.469,17,20,0.85,5,48,21,3,6,17,19,41,99,0.414,13,34,0.382,13,22,0.591,12,36,19,10,4,6,16
52130,POR,52,2018-02-02,Away,TOR,L,105,130,37,73,0.507,7,21,0.333,24,33,0.727,4,36,20,4,2,10,15,46,99,0.465,19,40,0.475,19,21,0.905,17,42,21,5,4,6,23
53117,POR,53,2018-02-04,Away,BOS,L,96,97,36,91,0.396,13,31,0.419,11,14,0.786,10,46,21,4,9,8,17,35,85,0.412,15,36,0.417,12,17,0.706,9,51,24,3,6,11,16
54114,POR,54,2018-02-05,Away,DET,L,91,111,37,94,0.394,10,33,0.303,7,8,0.875,13,45,18,9,5,13,14,44,88,0.5,15,30,0.5,8,12,0.667,10,51,36,7,4,14,14
55114,POR,55,2018-02-08,Home,CHO,W,109,103,41,90,0.456,9,31,0.29,18,22,0.818,9,57,18,7,7,17,19,38,98,0.388,13,33,0.394,14,17,0.824,7,44,17,10,3,11,16
56114,POR,56,2018-02-09,Away,SAC,W,118,100,43,88,0.489,15,35,0.429,17,18,0.944,9,45,18,10,4,11,21,38,90,0.422,9,23,0.391,15,21,0.714,12,43,25,5,3,12,19
57114,POR,57,2018-02-11,Home,UTA,L,96,115,33,81,0.407,9,25,0.36,21,25,0.84,6,37,16,7,4,13,22,41,88,0.466,13,26,0.5,20,22,0.909,16,58,23,8,4,13,22
58114,POR,58,2018-02-14,Home,GSW,W,123,117,45,93,0.484,12,33,0.364,21,24,0.875,13,49,20,9,0,13,18,43,90,0.478,13,37,0.351,18,19,0.947,8,41,24,8,7,16,24
59114,POR,59,2018-02-23,Away,UTA,W,100,81,39,87,0.448,9,24,0.375,13,14,0.929,6,41,14,11,5,12,20,33,78,0.423,6,25,0.24,9,11,0.818,8,43,15,7,6,19,13
60114,POR,60,2018-02-24,Away,PHO,W,106,104,39,99,0.394,6,30,0.2,22,30,0.733,12,48,15,6,7,6,19,39,87,0.448,11,26,0.423,15,21,0.714,6,51,23,5,10,13,24
61153,POR,61,2018-02-27,Home,SAC,W,116,99,44,84,0.524,15,34,0.441,13,17,0.765,10,47,27,10,2,17,15,39,88,0.443,7,22,0.318,14,15,0.933,6,36,20,14,4,12,12
62130,POR,62,2018-03-01,Home,MIN,W,108,99,36,92,0.391,9,30,0.3,27,35,0.771,12,48,17,9,6,8,18,38,85,0.447,4,20,0.2,19,21,0.905,9,49,16,5,7,15,24
63117,POR,63,2018-03-03,Home,OKC,W,108,100,39,88,0.443,11,33,0.333,19,23,0.826,14,47,20,6,8,15,21,40,91,0.44,6,27,0.222,14,21,0.667,9,40,18,6,6,12,21
64114,POR,64,2018-03-05,Away,LAL,W,108,103,35,83,0.422,10,23,0.435,28,38,0.737,7,50,19,6,5,14,25,34,87,0.391,11,37,0.297,24,31,0.774,7,47,20,9,7,10,24
65114,POR,65,2018-03-06,Home,NYK,W,111,87,35,81,0.432,20,33,0.606,21,24,0.875,15,51,22,4,4,19,15,35,83,0.422,7,19,0.368,10,15,0.667,9,39,21,7,7,14,19
66114,POR,66,2018-03-09,Home,GSW,W,125,108,44,89,0.494,16,39,0.41,21,27,0.778,14,46,21,4,2,11,17,38,78,0.487,12,28,0.429,20,24,0.833,6,33,20,5,3,10,20
67114,POR,67,2018-03-12,Home,MIA,W,115,99,38,83,0.458,14,36,0.389,25,30,0.833,9,50,23,5,6,12,15,39,91,0.429,10,31,0.323,11,16,0.688,10,46,24,6,4,11,24
68114,POR,68,2018-03-15,Home,CLE,W,113,105,43,96,0.448,12,35,0.343,15,19,0.789,13,50,26,4,3,7,15,41,80,0.513,11,33,0.333,12,21,0.571,2,34,17,5,7,11,21
69114,POR,69,2018-03-17,Home,DET,W,100,87,38,87,0.437,8,31,0.258,16,18,0.889,9,49,23,8,8,11,17,31,80,0.388,10,25,0.4,15,20,0.75,8,43,17,6,2,12,16
70114,POR,70,2018-03-18,Away,LAC,W,122,109,46,92,0.5,14,29,0.483,16,20,0.8,8,47,24,7,6,13,22,40,89,0.449,9,23,0.391,20,27,0.741,8,38,21,8,3,8,17
71153,POR,71,2018-03-20,Home,HOU,L,111,115,40,81,0.494,11,28,0.393,20,27,0.741,10,44,20,6,7,8,18,38,79,0.481,19,36,0.528,20,29,0.69,7,38,18,3,4,9,23
72130,POR,72,2018-03-23,Home,BOS,L,100,105,40,91,0.44,8,33,0.242,12,15,0.8,11,43,16,8,5,8,20,35,77,0.455,11,18,0.611,24,26,0.923,9,45,22,5,4,13,18
73117,POR,73,2018-03-25,Away,OKC,W,108,105,42,90,0.467,9,34,0.265,15,19,0.789,18,49,20,8,7,13,19,37,84,0.44,8,27,0.296,23,28,0.821,13,39,16,9,5,10,19
74114,POR,74,2018-03-27,Away,NOP,W,107,103,44,105,0.419,10,32,0.313,9,10,0.9,17,47,20,11,7,10,17,43,94,0.457,4,24,0.167,13,14,0.929,11,54,28,3,10,16,19
75114,POR,75,2018-03-28,Away,MEM,L,103,108,38,79,0.481,8,30,0.267,19,30,0.633,8,38,15,7,8,12,20,41,84,0.488,13,25,0.52,13,23,0.565,11,46,23,7,2,15,24
76114,POR,76,2018-03-30,Home,LAC,W,105,96,41,95,0.432,8,30,0.267,15,16,0.938,13,50,30,9,10,10,25,36,89,0.404,4,13,0.308,20,35,0.571,11,46,13,5,5,10,16
77114,POR,77,2018-04-01,Home,MEM,W,113,98,39,84,0.464,12,38,0.316,23,25,0.92,8,43,28,9,2,13,15,40,88,0.455,9,21,0.429,9,12,0.75,9,42,20,7,5,17,19
78114,POR,78,2018-04-03,Away,DAL,L,109,115,39,87,0.448,10,40,0.25,21,24,0.875,5,46,28,6,2,13,20,42,92,0.457,17,44,0.386,14,20,0.7,8,43,27,8,5,7,16
79114,POR,79,2018-04-05,Away,HOU,L,94,96,39,85,0.459,7,22,0.318,9,14,0.643,12,47,16,10,2,18,20,34,73,0.466,13,37,0.351,15,24,0.625,6,38,16,10,5,15,16
80114,POR,80,2018-04-07,Away,SAS,L,105,116,42,88,0.477,11,28,0.393,10,11,0.909,11,40,18,4,5,13,17,47,84,0.56,7,21,0.333,15,21,0.714,4,36,21,12,3,7,12
81119,POR,81,2018-04-09,Away,DEN,L,82,88,31,94,0.33,7,33,0.212,13,18,0.722,18,57,10,8,2,17,28,31,83,0.373,6,26,0.231,20,26,0.769,10,52,22,7,5,12,18
82114,POR,82,2018-04-11,Home,UTA,W,102,93,41,89,0.461,9,24,0.375,11,16,0.688,7,46,19,9,9,10,22,33,89,0.371,8,23,0.348,19,24,0.792,14,53,18,5,7,14,19
1507,SAC,1,2017-10-18,Home,HOU,L,100,105,42,88,0.477,8,23,0.348,8,10,0.8,9,42,19,5,4,17,20,33,83,0.398,12,45,0.267,27,29,0.931,12,44,19,7,3,14,14
2507,SAC,2,2017-10-20,Away,DAL,W,93,88,37,87,0.425,10,23,0.435,9,13,0.692,16,57,20,8,3,14,18,31,75,0.413,11,33,0.333,15,21,0.714,7,36,19,8,7,12,13
3507,SAC,3,2017-10-21,Away,DEN,L,79,96,31,85,0.365,8,22,0.364,9,13,0.692,12,39,15,6,3,13,21,37,85,0.435,10,30,0.333,12,20,0.6,18,58,25,7,2,16,19
4507,SAC,4,2017-10-23,Away,PHO,L,115,117,43,99,0.434,9,22,0.409,20,29,0.69,13,37,19,13,2,9,25,42,77,0.545,10,30,0.333,23,27,0.852,6,45,20,6,5,20,25
5507,SAC,5,2017-10-26,Home,NOP,L,106,114,38,81,0.469,7,20,0.35,23,25,0.92,5,34,25,7,5,12,17,42,86,0.488,13,32,0.406,17,23,0.739,10,47,22,5,3,15,24
6507,SAC,6,2017-10-29,Home,WAS,L,83,110,32,82,0.39,6,22,0.273,13,16,0.813,11,43,13,8,2,17,20,40,85,0.471,17,34,0.5,13,20,0.65,13,49,28,9,3,15,18
7507,SAC,7,2017-10-31,Away,IND,L,83,101,37,88,0.42,2,14,0.143,7,14,0.5,9,45,15,8,5,14,18,36,85,0.424,12,29,0.414,17,22,0.773,14,53,25,8,7,14,17
