,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
8291,BOS,82,2018-04-11,Home,BRK,W,110,97,46,102,0.451,6,24,0.25,12,15,0.8,20,62,22,6,6,13,14,37,91,0.407,11,40,0.275,12,16,0.75,10,44,27,10,6,15,12
1307,BRK,1,2017-10-18,Away,IND,L,131,140,45,94,0.479,12,30,0.4,29,32,0.906,11,43,22,7,2,20,25,53,102,0.52,9,34,0.265,25,32,0.781,14,47,29,12,9,14,25
2307,BRK,2,2017-10-20,Home,ORL,W,126,121,46,92,0.5,9,27,0.333,25,35,0.714,15,48,22,13,6,18,17,45,89,0.506,18,33,0.545,13,15,0.867,9,40,30,9,3,22,27
3307,BRK,3,2017-10-22,Home,ATL,W,116,104,41,87,0.471,11,27,0.407,23,34,0.676,13,51,27,12,8,18,27,32,94,0.34,7,27,0.259,33,36,0.917,16,48,21,6,2,16,25
4307,BRK,4,2017-10-24,Away,ORL,L,121,125,40,96,0.417,11,35,0.314,30,34,0.882,14,49,21,8,4,15,27,41,83,0.494,8,23,0.348,35,40,0.875,6,44,20,8,5,11,23
5307,BRK,5,2017-10-25,Home,CLE,W,112,107,40,93,0.43,17,46,0.37,15,21,0.714,10,38,22,11,3,12,22,39,81,0.481,12,35,0.343,17,26,0.654,9,47,21,5,7,21,17
6307,BRK,6,2017-10-27,Away,NYK,L,86,107,30,75,0.4,11,30,0.367,15,21,0.714,5,35,18,5,1,16,20,44,98,0.449,9,27,0.333,10,17,0.588,19,55,19,7,6,11,19
7307,BRK,7,2017-10-29,Home,DEN,L,111,124,39,96,0.406,12,31,0.387,21,31,0.677,17,56,24,5,4,15,18,47,94,0.5,11,20,0.55,19,22,0.864,4,46,23,7,7,6,22
8194,BRK,8,2017-10-31,Home,PHO,L,114,122,42,102,0.412,9,31,0.29,21,30,0.7,7,44,15,9,4,7,22,45,96,0.469,10,22,0.455,22,24,0.917,10,66,18,5,5,18,26
992,BRK,9,2017-11-03,Away,LAL,L,112,124,37,91,0.407,9,38,0.237,29,38,0.763,8,43,23,8,5,16,22,48,94,0.511,9,21,0.429,19,27,0.704,7,57,26,10,7,16,29
1092,BRK,10,2017-11-06,Away,PHO,W,98,92,35,87,0.402,8,32,0.25,20,29,0.69,11,48,20,10,4,16,30,30,86,0.349,6,25,0.24,26,35,0.743,14,52,13,8,7,17,29
11131,BRK,11,2017-11-07,Away,DEN,L,104,112,38,89,0.427,11,35,0.314,17,22,0.773,8,47,22,12,6,25,16,44,93,0.473,9,34,0.265,15,20,0.75,9,47,26,16,9,19,21
12108,BRK,12,2017-11-10,Away,POR,W,101,97,39,91,0.429,12,38,0.316,11,19,0.579,11,49,25,7,4,10,13,40,95,0.421,8,23,0.348,9,11,0.818,12,51,17,4,4,10,17
1392,BRK,13,2017-11-11,Away,UTA,L,106,114,35,76,0.461,7,23,0.304,29,39,0.744,10,41,13,7,4,17,22,41,85,0.482,11,29,0.379,21,25,0.84,12,44,19,12,3,16,29
1492,BRK,14,2017-11-14,Home,BOS,L,102,109,39,88,0.443,14,35,0.4,10,16,0.625,9,43,26,4,3,14,24,39,86,0.453,9,27,0.333,22,27,0.815,9,49,15,8,3,14,14
1592,BRK,15,2017-11-17,Home,UTA,W,118,107,43,84,0.512,17,37,0.459,15,20,0.75,4,36,27,8,2,12,21,39,79,0.494,12,26,0.462,17,24,0.708,10,39,21,6,6,16,19
1692,BRK,16,2017-11-19,Home,GSW,L,111,118,34,95,0.358,16,48,0.333,27,39,0.692,13,52,24,7,2,13,21,46,90,0.511,10,24,0.417,16,23,0.696,6,57,29,8,14,15,27
1792,BRK,17,2017-11-22,Away,CLE,L,109,119,42,81,0.519,14,37,0.378,11,16,0.688,8,42,26,5,2,19,21,43,82,0.524,14,34,0.412,19,27,0.704,4,33,21,8,2,10,19
1892,BRK,18,2017-11-24,Home,POR,L,125,127,50,100,0.5,10,25,0.4,15,21,0.714,13,47,25,4,6,9,22,48,96,0.5,6,15,0.4,25,35,0.714,12,45,24,5,13,7,16
1992,BRK,19,2017-11-26,Away,MEM,W,98,88,33,74,0.446,13,29,0.448,19,23,0.826,12,43,19,7,7,17,22,32,80,0.4,8,25,0.32,16,18,0.889,11,35,15,8,3,14,24
2092,BRK,20,2017-11-27,Away,HOU,L,103,117,40,86,0.465,10,39,0.256,13,17,0.765,6,43,24,5,4,13,19,42,86,0.488,20,50,0.4,13,20,0.65,8,42,31,8,4,15,19
21131,BRK,21,2017-11-29,Away,DAL,W,109,104,42,90,0.467,11,29,0.379,14,25,0.56,14,52,25,5,1,14,21,39,84,0.464,9,27,0.333,17,21,0.81,7,44,26,5,3,11,23
22108,BRK,22,2017-12-02,Home,ATL,L,102,114,34,82,0.415,17,42,0.405,17,21,0.81,12,46,26,1,8,19,18,47,99,0.475,10,27,0.37,10,14,0.714,13,47,18,12,5,8,19
2392,BRK,23,2017-12-04,Away,ATL,W,110,90,41,85,0.482,15,36,0.417,13,15,0.867,12,52,29,7,6,22,28,30,82,0.366,9,30,0.3,21,27,0.778,9,38,18,9,2,18,19
2492,BRK,24,2017-12-07,Home,OKC,W,100,95,35,80,0.438,11,37,0.297,19,30,0.633,7,49,24,3,7,13,21,38,98,0.388,7,24,0.292,12,23,0.522,17,54,18,6,3,12,25
2592,BRK,25,2017-12-09,Home,MIA,L,89,101,33,81,0.407,7,27,0.259,16,19,0.842,8,43,16,3,3,12,17,42,90,0.467,8,27,0.296,9,14,0.643,8,44,15,6,8,5,17
2692,BRK,26,2017-12-12,Home,WAS,W,103,98,34,84,0.405,10,43,0.233,25,33,0.758,9,53,26,4,6,14,21,38,95,0.4,4,22,0.182,18,22,0.818,12,49,18,8,3,10,26
2792,BRK,27,2017-12-14,Home,NYK,L,104,111,37,83,0.446,12,42,0.286,18,23,0.783,11,43,21,10,4,17,21,41,89,0.461,10,20,0.5,19,22,0.864,12,40,23,11,4,13,23
2892,BRK,28,2017-12-15,Away,TOR,L,87,120,32,76,0.421,7,23,0.304,16,19,0.842,6,37,16,4,1,22,14,54,97,0.557,7,28,0.25,5,9,0.556,11,45,26,11,5,8,16
2992,BRK,29,2017-12-17,Home,IND,L,97,109,34,81,0.42,12,33,0.364,17,21,0.81,7,29,26,7,2,9,17,43,76,0.566,8,18,0.444,15,19,0.789,6,43,21,6,7,15,20
3092,BRK,30,2017-12-20,Home,SAC,L,99,104,32,82,0.39,15,42,0.357,20,23,0.87,14,38,15,5,7,10,19,40,82,0.488,7,19,0.368,17,20,0.85,13,48,14,4,4,12,19
31131,BRK,31,2017-12-22,Home,WAS,W,119,84,44,88,0.5,14,41,0.341,17,21,0.81,13,60,29,4,4,14,17,34,93,0.366,5,20,0.25,11,15,0.733,7,35,22,7,1,7,18
32108,BRK,32,2017-12-23,Away,IND,L,119,123,42,98,0.429,16,36,0.444,19,25,0.76,18,51,24,2,2,10,20,47,90,0.522,10,23,0.435,19,24,0.792,7,41,31,8,9,8,25
3392,BRK,33,2017-12-26,Away,SAS,L,97,109,39,93,0.419,12,32,0.375,7,9,0.778,12,45,23,5,0,13,18,41,80,0.513,7,16,0.438,20,24,0.833,5,43,18,7,5,12,14
3492,BRK,34,2017-12-27,Away,NOP,L,113,128,41,90,0.456,19,38,0.5,12,14,0.857,10,43,26,8,3,15,18,48,90,0.533,17,33,0.515,15,19,0.789,6,43,40,8,9,10,15
3592,BRK,35,2017-12-29,Away,MIA,W,111,87,39,79,0.494,11,26,0.423,22,25,0.88,8,54,25,8,4,18,23,30,89,0.337,3,26,0.115,24,31,0.774,12,43,12,9,3,11,18
3692,BRK,36,2017-12-31,Away,BOS,L,105,108,39,95,0.411,11,36,0.306,16,19,0.842,11,45,25,5,4,9,19,39,79,0.494,14,33,0.424,16,25,0.64,8,50,21,7,8,17,22
3792,BRK,37,2018-01-01,Home,ORL,W,98,95,36,82,0.439,9,25,0.36,17,23,0.739,10,52,17,7,10,13,22,35,96,0.365,6,31,0.194,19,25,0.76,19,52,16,5,5,12,18
3892,BRK,38,2018-01-03,Home,MIN,W,98,97,37,72,0.514,14,30,0.467,10,11,0.909,4,38,22,3,3,19,23,36,80,0.45,1,11,0.091,24,30,0.8,7,32,10,9,4,8,12
3992,BRK,39,2018-01-06,Home,BOS,L,85,87,30,91,0.33,6,31,0.194,19,22,0.864,12,55,11,2,11,16,14,37,98,0.378,5,18,0.278,8,15,0.533,12,44,12,8,13,4,17
4092,BRK,40,2018-01-08,Home,TOR,L,113,114,39,100,0.39,12,33,0.364,23,28,0.821,11,55,22,8,2,16,27,43,101,0.426,10,34,0.294,18,23,0.783,8,51,19,7,12,15,27
41131,BRK,41,2018-01-10,Home,DET,L,80,114,27,74,0.365,12,37,0.324,14,15,0.933,2,35,19,11,2,17,11,48,93,0.516,10,21,0.476,8,12,0.667,11,54,24,10,4,13,14
42108,BRK,42,2018-01-12,Away,ATL,W,110,105,40,87,0.46,13,34,0.382,17,26,0.654,13,43,29,8,1,14,24,37,80,0.463,11,28,0.393,20,26,0.769,8,46,21,6,3,18,25
4392,BRK,43,2018-01-13,Away,WAS,L,113,119,42,99,0.424,12,43,0.279,17,20,0.85,13,47,28,6,3,15,22,46,93,0.495,10,23,0.435,17,23,0.739,6,47,31,10,3,15,19
4492,BRK,44,2018-01-15,Home,NYK,L,104,119,32,87,0.368,11,32,0.344,29,36,0.806,11,44,16,5,3,11,23,42,82,0.512,9,16,0.563,26,37,0.703,8,51,27,5,10,9,24
4592,BRK,45,2018-01-17,Home,SAS,L,95,100,35,83,0.422,13,36,0.361,12,18,0.667,6,47,23,3,1,14,28,34,82,0.415,9,19,0.474,23,31,0.742,7,42,24,8,4,9,20
4692,BRK,46,2018-01-19,Home,MIA,W,101,95,36,76,0.474,9,32,0.281,20,26,0.769,10,44,20,5,8,14,18,35,84,0.417,7,22,0.318,18,25,0.72,12,43,22,7,7,11,22
4792,BRK,47,2018-01-21,Away,DET,W,101,100,37,80,0.463,13,31,0.419,14,20,0.7,7,46,23,1,3,15,18,38,90,0.422,9,29,0.31,15,17,0.882,7,43,21,3,4,6,19
4892,BRK,48,2018-01-23,Away,OKC,L,108,109,37,79,0.468,16,38,0.421,18,25,0.72,8,45,27,1,5,12,25,40,94,0.426,7,25,0.28,22,32,0.688,16,50,12,7,4,4,18
4992,BRK,49,2018-01-26,Away,MIL,L,91,116,33,89,0.371,8,34,0.235,17,20,0.85,11,45,18,5,2,14,19,43,83,0.518,12,23,0.522,18,20,0.9,3,44,28,9,6,9,17
5092,BRK,50,2018-01-27,Away,MIN,L,97,111,38,82,0.463,9,30,0.3,12,15,0.8,11,43,22,3,7,15,19,42,96,0.438,4,21,0.19,23,26,0.885,16,49,20,9,7,5,12
51131,BRK,51,2018-01-30,Away,NYK,L,95,111,36,87,0.414,9,37,0.243,14,16,0.875,11,49,15,6,3,17,21,39,89,0.438,13,26,0.5,20,25,0.8,12,47,22,6,6,11,13
52108,BRK,52,2018-01-31,Home,PHI,W,116,108,39,77,0.506,13,32,0.406,25,28,0.893,9,39,19,3,9,11,26,36,76,0.474,7,18,0.389,29,34,0.853,6,33,17,7,5,8,21
5392,BRK,53,2018-02-02,Home,LAL,L,99,102,37,82,0.451,9,29,0.31,16,23,0.696,5,38,20,7,8,11,18,39,92,0.424,10,26,0.385,14,20,0.7,18,56,21,5,6,15,18
5492,BRK,54,2018-02-04,Home,MIL,L,94,109,37,90,0.411,9,29,0.31,11,14,0.786,11,36,25,5,1,9,19,42,81,0.519,8,19,0.421,17,21,0.81,14,54,19,3,7,13,16
5592,BRK,55,2018-02-06,Home,HOU,L,113,123,41,85,0.482,16,35,0.457,15,17,0.882,10,37,24,8,2,11,17,45,81,0.556,16,33,0.485,17,21,0.81,8,40,16,7,7,11,14
5692,BRK,56,2018-02-07,Away,DET,L,106,115,39,90,0.433,17,51,0.333,11,12,0.917,8,50,33,4,6,19,20,44,92,0.478,9,24,0.375,18,25,0.72,8,46,20,10,3,7,12
5792,BRK,57,2018-02-10,Home,NOP,L,128,138,43,114,0.377,21,59,0.356,21,22,0.955,18,60,30,10,3,15,30,52,106,0.491,9,24,0.375,25,39,0.641,14,59,23,10,10,15,18
5892,BRK,58,2018-02-12,Home,LAC,L,101,114,41,89,0.461,12,40,0.3,7,10,0.7,10,37,27,10,6,12,15,48,85,0.565,6,16,0.375,12,14,0.857,8,43,19,8,6,15,14
5992,BRK,59,2018-02-14,Home,IND,L,103,108,35,83,0.422,13,35,0.371,20,27,0.741,9,44,24,4,2,13,20,39,90,0.433,6,15,0.4,24,28,0.857,15,52,20,10,7,8,20
6092,BRK,60,2018-02-22,Away,CHO,L,96,111,36,93,0.387,14,43,0.326,10,14,0.714,11,41,27,6,8,9,23,42,87,0.483,11,21,0.524,16,20,0.8,13,54,29,3,6,14,15
61131,BRK,61,2018-02-26,Home,CHI,W,104,87,40,90,0.444,16,42,0.381,8,8,1,7,48,31,4,9,15,20,33,93,0.355,6,23,0.261,15,23,0.652,15,56,17,8,7,13,11
62108,BRK,62,2018-02-27,Away,CLE,L,123,129,44,82,0.537,12,32,0.375,23,30,0.767,3,36,29,6,0,12,21,50,97,0.515,12,24,0.5,17,27,0.63,14,55,24,7,1,11,24
6392,BRK,63,2018-03-01,Away,SAC,L,111,116,40,96,0.417,17,46,0.37,14,17,0.824,16,51,27,10,4,21,14,50,97,0.515,6,14,0.429,10,12,0.833,11,44,23,15,6,15,13
6492,BRK,64,2018-03-04,Away,LAC,L,120,123,40,92,0.435,19,45,0.422,21,23,0.913,13,44,30,8,4,14,21,44,84,0.524,10,27,0.37,25,30,0.833,7,40,18,12,6,10,20
6592,BRK,65,2018-03-06,Away,GSW,L,101,114,36,85,0.424,9,34,0.265,20,25,0.8,10,38,24,7,1,12,18,47,83,0.566,11,23,0.478,9,11,0.818,5,41,30,8,7,17,18
6692,BRK,66,2018-03-08,Away,CHO,W,125,111,47,92,0.511,11,32,0.344,20,22,0.909,9,43,30,7,7,10,27,41,85,0.482,4,19,0.211,25,30,0.833,6,36,19,5,5,13,21
6792,BRK,67,2018-03-11,Home,PHI,L,97,120,33,85,0.388,10,28,0.357,21,24,0.875,13,42,17,5,5,18,19,50,95,0.526,9,26,0.346,11,18,0.611,12,48,33,12,7,9,19
6892,BRK,68,2018-03-13,Home,TOR,L,102,116,35,86,0.407,15,36,0.417,17,19,0.895,9,38,21,9,6,11,19,44,91,0.484,11,31,0.355,17,21,0.81,13,53,27,7,6,11,20
6992,BRK,69,2018-03-16,Away,PHI,L,116,120,40,89,0.449,15,30,0.5,21,27,0.778,11,47,25,4,5,12,22,43,95,0.453,12,27,0.444,22,26,0.846,13,42,30,9,3,5,21
7092,BRK,70,2018-03-17,Home,DAL,W,114,106,43,84,0.512,14,36,0.389,14,19,0.737,10,43,25,4,6,10,14,41,92,0.446,12,22,0.545,12,14,0.857,13,45,25,5,3,10,21
71131,BRK,71,2018-03-19,Home,MEM,W,118,115,36,72,0.5,16,40,0.4,30,40,0.75,9,41,27,5,9,22,22,46,88,0.523,10,23,0.435,13,20,0.65,11,42,21,11,3,16,33
72108,BRK,72,2018-03-21,Home,CHO,L,105,111,39,93,0.419,13,37,0.351,14,21,0.667,10,46,22,6,11,12,36,36,94,0.383,3,16,0.188,36,47,0.766,23,68,18,3,2,13,16
7392,BRK,73,2018-03-23,Away,TOR,L,112,116,41,84,0.488,11,27,0.407,19,31,0.613,5,40,21,5,9,9,23,41,86,0.477,14,28,0.5,20,29,0.69,5,43,26,5,7,10,24
7492,BRK,74,2018-03-25,Home,CLE,L,114,121,38,83,0.458,17,37,0.459,21,26,0.808,7,38,27,7,3,9,23,44,87,0.506,12,28,0.429,21,26,0.808,11,49,25,5,2,11,21
7592,BRK,75,2018-03-28,Away,ORL,W,111,104,40,87,0.46,12,34,0.353,19,22,0.864,11,48,28,6,5,8,17,40,92,0.435,11,31,0.355,13,16,0.813,11,44,25,4,4,9,18
7692,BRK,76,2018-03-31,Away,MIA,W,110,109,39,91,0.429,10,35,0.286,22,28,0.786,7,47,28,11,5,15,24,43,95,0.453,7,17,0.412,16,21,0.762,10,51,19,6,6,18,22
7792,BRK,77,2018-04-01,Home,DET,L,96,108,37,87,0.425,12,43,0.279,10,15,0.667,6,40,23,5,5,12,22,38,84,0.452,7,19,0.368,25,32,0.781,10,53,17,9,3,9,16
7892,BRK,78,2018-04-03,Away,PHI,L,95,121,34,81,0.42,17,42,0.405,10,23,0.435,3,36,20,5,6,18,15,50,91,0.549,9,21,0.429,12,18,0.667,7,55,28,10,10,10,22
7992,BRK,79,2018-04-05,Away,MIL,W,119,111,41,75,0.547,19,39,0.487,18,21,0.857,4,41,30,3,12,17,21,41,93,0.441,5,20,0.25,24,30,0.8,12,41,21,12,2,8,19
8092,BRK,80,2018-04-07,Away,CHI,W,124,96,46,92,0.5,24,55,0.436,8,11,0.727,5,46,36,11,10,13,18,36,88,0.409,6,29,0.207,18,21,0.857,4,39,16,8,1,13,14
8195,BRK,81,2018-04-09,Home,CHI,W,114,105,41,82,0.5,18,42,0.429,14,15,0.933,6,38,32,8,10,17,15,43,89,0.483,12,28,0.429,7,12,0.583,10,44,26,7,6,19,17
8292,BRK,82,2018-04-11,Away,BOS,L,97,110,37,91,0.407,11,40,0.275,12,16,0.75,10,44,27,10,6,15,12,46,102,0.451,6,24,0.25,12,15,0.8,20,62,22,6,6,13,14
1308,CHO,1,2017-10-18,Away,DET,L,90,102,29,73,0.397,9,30,0.3,23,29,0.793,3,47,16,4,3,17,15,41,96,0.427,9,26,0.346,11,12,0.917,9,47,24,14,3,8,21
2308,CHO,2,2017-10-20,Home,ATL,W,109,91,37,86,0.43,11,36,0.306,24,30,0.8,12,57,17,5,4,21,18,36,95,0.379,7,30,0.233,12,14,0.857,6,38,19,11,4,13,29
3308,CHO,3,2017-10-23,Away,MIL,L,94,103,33,78,0.423,7,26,0.269,21,36,0.583,10,48,17,3,5,14,21,40,85,0.471,9,26,0.346,14,16,0.875,5,42,24,8,4,13,27
4308,CHO,4,2017-10-25,Home,DEN,W,110,93,38,81,0.469,13,31,0.419,21,26,0.808,10,50,17,5,5,14,16,38,100,0.38,8,31,0.258,9,15,0.6,18,51,18,6,1,13,23
5308,CHO,5,2017-10-27,Home,HOU,L,93,109,33,88,0.375,11,29,0.379,16,28,0.571,11,44,16,6,5,9,14,38,85,0.447,22,57,0.386,11,13,0.846,7,51,21,5,6,15,26
6308,CHO,6,2017-10-29,Home,ORL,W,120,113,53,97,0.546,6,18,0.333,8,17,0.471,12,59,31,6,7,17,24,41,97,0.423,11,33,0.333,20,26,0.769,9,39,28,11,4,11,20
7308,CHO,7,2017-10-30,Away,MEM,W,104,99,37,89,0.416,7,17,0.412,23,29,0.793,10,56,15,3,7,11,22,32,93,0.344,8,35,0.229,27,33,0.818,11,48,17,7,8,7,22
8196,CHO,8,2017-11-01,Home,MIL,W,126,121,45,84,0.536,14,25,0.56,22,29,0.759,7,41,21,5,3,11,18,45,91,0.495,19,36,0.528,12,15,0.8,9,40,29,3,3,14,25
993,CHO,9,2017-11-03,Away,SAS,L,101,108,33,80,0.413,8,24,0.333,27,42,0.643,11,46,16,11,1,12,20,39,83,0.47,9,27,0.333,21,26,0.808,7,45,31,7,6,15,26
1093,CHO,10,2017-11-05,Away,MIN,L,94,112,37,89,0.416,9,28,0.321,11,21,0.524,10,40,24,8,3,11,24,38,83,0.458,10,24,0.417,26,30,0.867,12,54,20,4,4,16,19
11132,CHO,11,2017-11-07,Away,NYK,L,113,118,42,91,0.462,15,37,0.405,14,17,0.824,17,40,24,8,2,13,22,45,75,0.6,12,25,0.48,16,21,0.762,6,35,29,5,5,16,19
12109,CHO,12,2017-11-10,Away,BOS,L,87,90,31,80,0.388,6,22,0.273,19,33,0.576,7,47,20,5,7,14,21,30,84,0.357,9,31,0.29,21,25,0.84,9,49,15,6,5,13,26
1393,CHO,13,2017-11-15,Home,CLE,L,107,115,41,86,0.477,6,26,0.231,19,28,0.679,8,41,21,7,5,13,19,42,95,0.442,13,38,0.342,18,20,0.9,16,51,25,9,4,13,24
1493,CHO,14,2017-11-17,Away,CHI,L,120,123,42,81,0.519,10,21,0.476,26,34,0.765,5,42,19,3,2,12,15,47,91,0.516,17,34,0.5,12,13,0.923,4,35,26,9,2,11,23
1593,CHO,15,2017-11-18,Home,LAC,W,102,87,34,87,0.391,11,26,0.423,23,29,0.793,8,49,20,7,9,8,16,33,83,0.398,8,29,0.276,13,19,0.684,7,44,18,5,6,14,22
1693,CHO,16,2017-11-20,Home,MIN,W,118,102,42,85,0.494,11,26,0.423,23,29,0.793,11,52,22,5,7,17,18,37,90,0.411,6,27,0.222,22,26,0.846,10,38,13,8,6,10,21
1793,CHO,17,2017-11-22,Home,WAS,W,129,124,43,91,0.473,10,28,0.357,33,40,0.825,14,48,23,5,5,11,20,48,99,0.485,11,33,0.333,17,22,0.773,9,43,25,4,6,12,29
1893,CHO,18,2017-11-24,Away,CLE,L,99,100,36,94,0.383,11,29,0.379,16,27,0.593,15,55,25,4,3,9,17,38,83,0.458,13,39,0.333,11,15,0.733,3,45,25,4,7,12,24
1993,CHO,19,2017-11-25,Home,SAS,L,86,106,31,84,0.369,4,25,0.16,20,26,0.769,14,42,20,7,4,14,19,39,81,0.481,6,25,0.24,22,25,0.88,8,45,22,8,7,11,19
2093,CHO,20,2017-11-29,Away,TOR,L,113,126,37,79,0.468,9,19,0.474,30,35,0.857,7,36,26,6,2,12,17,52,98,0.531,14,32,0.438,8,11,0.727,11,39,24,6,2,9,23
21132,CHO,21,2017-12-01,Away,MIA,L,100,105,38,79,0.481,5,20,0.25,19,21,0.905,10,40,21,9,5,22,24,39,80,0.488,14,35,0.4,13,21,0.619,9,39,25,8,4,21,24
22109,CHO,22,2017-12-04,Home,ORL,W,104,94,34,84,0.405,3,17,0.176,33,40,0.825,11,52,17,13,5,14,18,36,82,0.439,10,32,0.313,12,14,0.857,5,40,24,5,5,20,30
2393,CHO,23,2017-12-06,Home,GSW,L,87,101,34,97,0.351,6,19,0.316,13,17,0.765,14,49,17,5,3,12,13,40,84,0.476,11,30,0.367,10,13,0.769,8,47,26,8,12,15,20
2493,CHO,24,2017-12-08,Home,CHI,L,111,119,40,100,0.4,10,29,0.345,21,29,0.724,9,50,22,7,11,11,21,48,99,0.485,6,18,0.333,17,22,0.773,6,56,23,5,7,14,29
2593,CHO,25,2017-12-09,Home,LAL,L,99,110,41,93,0.441,8,25,0.32,9,14,0.643,9,43,21,7,3,11,21,43,85,0.506,9,27,0.333,15,21,0.714,6,46,24,7,5,14,21
